project_id,author,mean,std,cv
org.apache:collections,Thomas Neidhart,1079.0925925925926,1752.195470267982,1.6237674897371082
org.apache:cocoon,Reinhard Pötz,820.0236666666666,1333.7663563744725,1.6264973934180833
org.apache:bcel,David Brosius,16490.881666666664,26824.87364431558,1.6266488467100708
org.apache:jxpath,Dmitri Plotnikov,1174.29,1920.253153445084,1.6352461090915227
org.apache:collections,Michael Smith,508.28599999999994,831.536198237936,1.6359612466956321
org.apache:cocoon,Leszek Gawron,3695.355,6065.344448858614,1.6413428341414056
org.apache:felix,Timothy Bennett,0.5425,0.8919781387455635,1.6441993340932046
org.apache:commons-jelly,Bob McWhirter,932.5620000000001,1538.980406330763,1.6502714096550821
org.apache:cocoon,Upayavira,1383.0571428571432,2310.502971452423,1.6705766521543328
org.apache:hive,Amareshwari Sri Ramadasu,5996.544,10082.513159308546,1.681387338992017
org.apache:cocoon,Carsten Ziegeler,201.95868263473054,341.37819015207623,1.6903367842297954
org.apache:batik,Thierry Kormann,426.01,725.2602970704149,1.702448996667719
org.apache:santuario,Christian Geuer-Pollmann,190.7195652173913,325.5333127445998,1.7068689957086538
org.apache:codec,Gary D. Gregory,6459.092941176471,11077.825358543278,1.715074463152955
org.apache:archiva,Jason van Zyl,1661.525,2862.699620014879,1.7229350265658832
org.apache:commons-jelly,James Strachan,117.76742857142858,203.48849390742518,1.7278843257072973
org.apache:cocoon,Stephan Michels,594.4483333333333,1032.8315057517996,1.7374621945026896
org.apache:cocoon,Giacomo Pati,2187.6133333333332,3816.627720796399,1.744653711257504
org.apache:hive,Yongqiang He,1546.3075000000001,2709.0686315226494,1.75195983432962
org.apache:collections,pjack,19.255000000000003,34.21250697235345,1.776811579971615
org.apache:validator,David Winterfeldt,343.4816666666666,610.5081694266397,1.7774112235780846
org.apache:felix,Stephane Frenot,197.835,351.7551022677973,1.7780226060494722
org.apache:net,Rory Winston,1614.8956666666666,2924.1682657734377,1.8107474842689144
org.apache:httpclient,Roland Weber,223.3660465116279,416.4742029919828,1.8645367525466865
org.apache:configuration,Emmanuel Bourg,2587.389,4918.972752619189,1.9011338274295781
org.apache:hive,Gunther Hagleitner,189.64753424657536,364.7839599177575,1.9234838004456931
org.apache:net,Jeffrey Brekke,1096.136,2120.662521982222,1.934670991539574
org.apache:archiva,Jesse McConnell,642.935,1247.0543793275415,1.9396274574063344
org.apache:cocoon,Jean-Baptiste Quenot,1246.3939999999998,2425.705623984493,1.9461788358933798
org.apache:cocoon,Jorg Heymans,28.41,55.82113279634037,1.9648409995191964
org.apache:digester,Simon Kitching,1582.4341666666667,3122.6890476390217,1.9733453140845911
org.apache:cocoon,Christopher Oliver,442.8085,877.3308058704029,1.9812871836706
org.apache:felix,Francesco Furfari,170.2125,339.79175459635076,1.9962796774405567
org.apache:codec,Sebastian Bazley,11643.4,23274.11370331854,1.9989104302281586
org.apache:commons-fileupload,Sean Sullivan,4639.302500000001,9275.898519296752,1.9994166190492537
org.apache:santuario,Sean Mullan,8662.085384615384,17456.472703554984,2.0152736816193473
org.apache:hive,Xuefu Zhang,156.38901408450707,315.7048401237863,2.0187149460075924
org.apache:vfs,adammurdoch,200.89,426.1074986879429,2.1210986046490263
org.apache:bcel,Torsten Curdt,2457.27,5257.6956215855635,2.1396491315913853
org.apache:collections,Morgan James Delagrange,143.77625,313.13788842879245,2.177952815077542
org.apache:hive,Ashutosh Chauhan,166.42017647058825,378.2795521418089,2.27303900382934
org.apache:commons-io,Niall Pemberton,1758.5428571428572,4059.970600663437,2.3087129120411425
org.apache:commons-jexl,Dion Gillard,1682.236153846154,3901.7818428989126,2.3194019662329426
org.apache:hive,Sergey Shelukhin,259.9011764705882,604.1726664384124,2.324624592481534
org.apache:santuario,Colm O hEigeartaigh,837.2769072164948,1961.427240012019,2.342626702237295
org.apache:archiva,Brett Porter,489.5457142857143,1171.711957458585,2.3934679096684666
org.apache:commons-cli,Emmanuel Bourg,675.8284615384616,1699.4649902241104,2.5146395674953284
org.apache:collections,Rodney Waldhoff,628.9724137931034,1588.2604495387288,2.525167105438709
org.apache:santuario,Marc Giger,2842.7450000000003,7198.7951379221395,2.5323393895414954
org.apache:vfs,Gary D. Gregory,6109.05238095238,15685.187601198433,2.567532020203953
org.apache:cocoon,Bruno Dumon,1580.9093750000002,4080.7407174130676,2.5812616345659074
org.apache:configuration,Oliver Heger,1070.2064077669904,2935.636778948547,2.743056626874267
org.apache:archiva,Edwin L. Punzalan,210.48589743589744,587.0817070979489,2.789173594286724
org.apache:commons-jelly,Dion Gillard,1406.4384615384615,3939.984288001341,2.8013911704970784
org.apache:felix,Alex Karasulu,492.2875,1380.9342835377793,2.805137817916927
org.apache:archiva,Olivier Lamy,111.52298245614034,319.08020519906074,2.861116141011996
org.apache:collections,Stephen Colebourne,428.90236842105264,1230.6652580734465,2.869336587261054
org.apache:archiva,Joakim Erdfelt,204.85149253731342,592.1003919311415,2.890388469214064
org.apache:net,Niall Pemberton,1055.0657894736842,3074.187764605141,2.9137403518113207
org.apache:bcel,Sebastian Bazley,5161.096666666667,15226.807068731614,2.950304567452708
org.apache:hive,Owen O'Malley,3137.2794444444444,9408.646175160924,2.998982507542303
org.apache:commons-cli,John Keyes,1777.0356250000002,6072.534483164855,3.417227205653153
org.apache:digester,Simone Tripodi,199.15114285714284,804.6966650380209,4.040632925793724
org.apache:httpcore,Oleg Kalnichevski,552.9945595854922,3073.2956019727653,5.557551242956918
